conv_id,turn_id,sentence1,sentence2,label
88.1,84,"A (akaWolf): usr13: existing switch between them? B (usr13): akaWolf: Not worried about the switch, (if it really *is* just a switch and not a router).  RIght? A (akaWolf): usr13: it's really switch B (usr13): akaWolf: Ok, computer A (client) is 192.168.1.?  Computer B (server) is 192.168.1.2 A (akaWolf): usr13: client is 192.168.1.3 B (usr13): akaWolf:  192.168.1.2 is a Ubuntu 13.04 PC? B (usr13): akaWolf: See my pm","B (usr13): akaWolf: Ok, computer A (client) is 192.168.1.?  Computer B (server) is 192.168.1.2",0
17.918,11,"A (darkelfjuggalo1): no i do not see it B (geekmasterflash): darkelfjuggalo1: on the link I sent, does the settings manager display? B (geekmasterflash): darkelfjuggalo1: If not, you don't have flash properly installed. B (geekmasterflash): darkelfjuggalo1: If so, you should see a page that says ""always ask"" ""always allow"" ""always deny"" radio buttons A (darkelfjuggalo1): a flash embed object that looks similar to the dialogue pops up B (geekmasterflash): darkelfjuggalo1: In that screen, bottom right just above the input text field is a drop down B (geekmasterflash): darkelfjuggalo1: That says ""Edit locations...""","B (geekmasterflash): darkelfjuggalo1: If so, you should see a page that says ""always ask"" ""always allow"" ""always deny"" radio buttons",0
59.6,17,"B (ikonia): awc737: right so you did ""sudo apt-get $package-name-dev"" right ? B (ikonia): zoiss: sorry - misstype A (awc737): yes that's right ikonia A (awc737): i got all 4 of them A (awc737): now ./configure says i need a lot more :/ B (ikonia): awc737: ok - so that's what you tell people you where doing not ""hacking around"" A (awc737): i'm trying to install a package from 12.04",A (awc737): i got all 4 of them,0
60.6,17,"A (Mean_Admin): according to : http://linux.die.net/man/1/ddrescue B (debugnet): Mean_Admin: one side note though is that the destination should usually be a file or drive at least the same size or LARGER than the source drive A (Mean_Admin): debugnet: sorry, according to http://linux.die.net/man/1/ddrescue ,  -r, --max-retries=<n>       exit after given retries (-1=infinity) [0] B (debugnet): Mean_Admin: that could be a version issue with the -r option A (Mean_Admin): debugnet: I'm using 1.11 A (Mean_Admin): debugnet: so that manpage should be valid B (debugnet): Mean_Admin: 1.14 myself",B (debugnet): Mean_Admin: that could be a version issue with the -r option,0
37.22,32,"A (napster): maedox: :-) A (napster): maedox: B (maedox): napster: ok, I threw away everything and did it another way: http://pastebin.com/r8r7NVBm A (napster): maedox: Let me see A (napster): maedox: Thanks a lot my friend :-) A (napster): maedox: It work A (napster): maedox: I'll be there anytime to help you...",A (napster): maedox: Let me see,0
65.1,16,"A (rdz): darkvertex, and what does autodetect mean? requesting it from the monitor itself? B (darkvertex): <unconvertable> rdz: please wait while i look ... A (rdz): darkvertex, yes.. no hurry.. and thanks a lot for your time! B (darkvertex): <unconvertable> rdz: here is part of my xorg.conf http://paste.ubuntu.com/64139/ . notice the second line from last. you may need to add Option ""UseDisplayDevice"" ""DFP"". A (rdz): darkvertex, i'll check that.. many thanks B (darkvertex): rdz: you're welcome A (rdz): darkvertex, adding the line your proposed has the effect, that now xrandr shows all the modes that were previously only listed by nvidia-settings. the original problem, that some desired modes are not part of this list is still there","B (darkvertex): <unconvertable> rdz: here is part of my xorg.conf http://paste.ubuntu.com/64139/ . notice the second line from last. you may need to add Option ""UseDisplayDevice"" ""DFP"".",1
38.24,24,"A (qwerkus): jkrx: iirc I have an onboard intel chip also. Somehow, it seem that  ubuntu prefers that chip, an tries to boot it A (qwerkus): how can I change this ? B (jkrx): qwerkus: ah! that explains it B (jkrx): qwerkus: first of all try turning of hybrid graphics in bios A (qwerkus): jkrx A (qwerkus): jkrx: no hybrid graphics here: intel cpu with integrated graphics and pci-e ati card B (jkrx): qwerkus: so u cant switch it off in bios?",B (jkrx): qwerkus: first of all try turning of hybrid graphics in bios,0
22.260,11,"A (noobie1): LinuxPhreak: it's really gone. and I don't know how to get it back B (LinuxPhreak): noobie1: try going to System > Preferences > Network Connections A (noobie1): LinuxPhreak: when I go to network options/properties/whatever, I'm able to manually create a new connection and everything, but I just can't find where to choose a network to connect without that drop-down menu which used to be in the upper right corner B (LinuxPhreak): noobie1: you may need to install restricted drivers or use ndiswrappers for your wireless card A (noobie1): LinuxPhreak: but why has it disappeared...? B (LinuxPhreak): noobie1: this is common issue with wireless. Intel Wireless cards are usually supported B (LinuxPhreak): but I always have to use ndiswrapper for Linksys and Netgear",B (LinuxPhreak): noobie1: you may need to install restricted drivers or use ndiswrappers for your wireless card,1
78.1,36,"B (kostkon): linuxguy2009, eh? A (linuxguy2009): kostkon: removed a file flashplugin*.* or something. B (kostkon): linuxguy2009, you don't need to do this again A (linuxguy2009): kostkon: I tried reinstalling with gdebi and apt froze back up. B (kostkon): linuxguy2009, noo. but i told you to remove it B (kostkon): linuxguy2009, :P A (linuxguy2009): kostkon: Ill do that now.",A (linuxguy2009): kostkon: I tried reinstalling with gdebi and apt froze back up.,1
92.1,45,A (mohanohi): Slydder :  ok A (mohanohi): Slydder :  http://pastebin.com/1J0dt9YE B (Slydder): mohanohi: your system is hosed A (mohanohi): Slydder : huh? A (mohanohi): Slydder : oh god! B (Slydder): mohanohi: what does apt-get -f install do now? A (mohanohi): Slydder : http://pastebin.com/TXEWSnw0,A (mohanohi): Slydder : huh?,1
64.1,10,"A (douye): r2d2: im selecting ""open file, then select the .bin file, and it just wont play B (r2d2): douye,  could be anything at a guess maybe the file is corrupt, you could try burning the bin file to a cd/dvd either using k3b or nero A (douye): r2d2: dont really wanna burn it, but the gnome mplayer will atleast give the video stream of the movie, but not the audio B (r2d2): douye, , strange B (r2d2): douye, search for codecs in add/remove A (douye): r2d2: do you know how to use MPlayer in the terminal ? B (r2d2): douye, na i dont sorry","B (r2d2): douye, , strange",0
59.6,31,"A (awc737): https://launchpad.net/ubuntu/precise/+source/evolution-exchange/3.2.1-2ubuntu3 B (ikonia): awc737: just hte package name is all you need to say A (awc737): it's not in 13.04 A (awc737): should I continue installing these dependencies? B (ikonia): awc737: ok - so why is it not in 13.04 ? B (ikonia): awc737: no, you should not in my opinion as you should not be trying to install a 12.04 package in 13.04 A (awc737): probably becuase someone looked at it, and said that's for exchange 2000/2003. we're done supporting that",A (awc737): should I continue installing these dependencies?,1
20.259,18,"A (maverick__): nibbler: http://paste.ubuntu.com/357109/ B (nibbler): maverick__, at least you know when it happened. but the error message is not very verbose :( B (nibbler): maverick__, copy all files over, and mkfs.vfat the device again... maybeit helps. very unlikely that this is connected to eigher xfce or gnome A (maverick__): nibbler: ok..ill try that A (maverick__): nibbler: im currently trying to dosfsck my drive..ill keep you updated..",A (maverick__): nibbler: ok..ill try that,0
63.5,6,B (fosslinux): freenode does some weird things sometimes A (brendan|znc): answers man A (brendan|znc): did anyone reply? B (fosslinux): what B (fosslinux): reply where A (brendan|znc): here B (fosslinux): no,B (fosslinux): what,1
53.1,17,"A (ghost): h1st0: ide, not ata B (h1st0): ghost: But that is the only drive connected to that cable? A (ghost): h1st0: yes B (h1st0): ghost: Okay well you would want to set it as Master B (h1st0): ghost: What type of drive is it? A (ghost): h1st0: i did, but still it doesn't show up :-( B (h1st0): ghost: Who makes the drive?",B (h1st0): ghost: Okay well you would want to set it as Master,0
22.501,13,"B (nacc): Kobaz: i think n-m logs to syslog by default A (Kobaz): password is correct.... all other devices can connect just fine B (nacc): Kobaz: other devices also using ubuntu? A (Kobaz): i may copy over my wpa_supplicant setup from my debian system and see if that connects A (Kobaz): nacc: nope A (Kobaz): windows, andriod, chromecast, etc B (nacc): Kobaz: ok, i think there are ways to get nm to be even more verbose, or like i suggested earlier, you coudl try nmcli and maybe you'd see why it's failing",A (Kobaz): i may copy over my wpa_supplicant setup from my debian system and see if that connects,0
31.3,16,"A (xenex): the input source is set to mic and not frontmic, so i don't know why it isn't working B (xtknight): xenex, turn up ""line in"" where you see it? A (xenex): xtknight: there is no line in B (xtknight): xenex, edit->preferences enable everything and try again A (xenex): xtknight: InMux and InVol is in the capture tab B (xtknight): xenex, did edit preferences unveil anything else? A (xenex): xtknight: no","B (xtknight): xenex, edit->preferences enable everything and try again",0
31.88,11,"A (_root_): Ben64: this is the only file i did editing on http://paste.ubuntu.com/6473167/ B (Ben64): _root_: are you sure you have multiple nics A (_root_): Ben64: http://paste.ubuntu.com/6473657/ B (Ben64): _root_: strange. you should contact ovh, thats what you pay them for :D A (_root_): Ben64: how did you get the OVH part B (Ben64): you pasted ips A (_root_): Ben64: anyway;was  my /etc/network/interfaces wrong? ;;;; OH the IPs","B (Ben64): _root_: strange. you should contact ovh, thats what you pay them for :D",0
100.1,7,"A (lil_anthony): all i see is eth0 A (lil_anthony): when i look in networking B (Treenaks): lil_anthony: try 'ifconfig -a' B (Treenaks): lil_anthony: on the command line A (lil_anthony): ok B (Treenaks): lil_anthony: it should show you more B (Treenaks): lil_anthony: if it has 'eth1', try adding a connection for eth1 in the network tool",B (Treenaks): lil_anthony: on the command line,0
73.2,16,B (dakotawulfy): ok A (aaas): wait B (dakotawulfy): hold on A (aaas): i see something says IEEE A (aaas): one sec A (aaas): says IEEE .111i A (aaas): 802.11i,A (aaas): i see something says IEEE,0
47.9,21,"A (ikonia): (just to clarify) B (Nokaji): as I understand it, yup - I want to download files form my phone to my PC A (ikonia): what is the ftp server running on your phone ? B (Nokaji): sFTP installed only on my PC, KDE CONNECT installed on both PC & phne A (ikonia): Nokaji: sftp is the client A (ikonia): Nokaji: there must be a server for the client to connect to A (ikonia): so what ftp server is running on th ephone","B (Nokaji): sFTP installed only on my PC, KDE CONNECT installed on both PC & phne",1
17.918,5,"B (geekmasterflash): darkelfjuggalo1: http://www.macromedia.com/support/documentation/en/flashplayer/help/settings_manager04.html B (geekmasterflash): darkelfjuggalo1: There you can enter trusted sites to allow them access to mic and camera, or save files A (darkelfjuggalo1): ok thank you A (darkelfjuggalo1): geekmasterflash ; i can't see how to manually add a websiter B (geekmasterflash): darkelfjuggalo1: See that drop down on the link that says ""Edit Locations"" B (geekmasterflash): darkelfjuggalo1: One of the options there is ""Add location"" A (darkelfjuggalo1): no i do not see it",A (darkelfjuggalo1): geekmasterflash ; i can't see how to manually add a websiter,1
73.2,3,"A (aaas): anyone know if there' sa way to determin if you're connected to 'n-mode' wireless using the console? A (aaas): i guess the only way is to do iwconfig and check the bit rate, but that is signal quality dependent (i think), so not definitive if you have a bad reception B (dakotawulfy): aaas B (dakotawulfy): try this see if it works for u B (dakotawulfy): aaas iwlist wlan0 s B (dakotawulfy): aaas  should give u all the info A (aaas): dakotawulfy what do i look for?",B (dakotawulfy): try this see if it works for u,0
37.20,36,"A (ridin): ZykoticK9, i did xfce4-volumed which i have but nothing seemed to happen A (ridin): ZykoticK9, i know there's a command to hide/show the icon, but i can't seem to remember it A (ridin): ZykoticK9, but thanks anyways :p A (ridin): hmm, brb","A (ridin): hmm, brb",0
36.10,15,"A (imyousuf): but in my case it will be a huge gain :) B (levander): imyousuf: squid is a more general purpose cacher than just setting up your own apt repository. B (levander): imyousuf: If you're going to do all that work, I'd at least look into it and see if squid will cache apt accesses for you very well. A (imyousuf): levander: Yeah, I know what squid is, in fact I use Varnish, but setting a repo would be more necessity for me A (imyousuf): levander: I will still have a look at it, thanks for the suggestion, but do you know of any pitfall of mirroring? B (levander): imyousuf: Varnish doesn't cache debs retrieved via apt?  Maybe you just need to configure apt to access your proxy before going out to the web? B (levander): imyousuf: I've never tried apt-mirror or apt-cacher.  I'm sure you could set that up if you wanted to.","A (imyousuf): levander: Yeah, I know what squid is, in fact I use Varnish, but setting a repo would be more necessity for me",1
30.141,7,"A (keishin): _jason, yes I was =\ B (_jason): keishin: gksudo gedit, does that work? A (keishin): _jason, after I do the magically fixed sudo thing, yes. B (_jason): keishin: huh? A (keishin): _jason, I seem to need to 'sudo ls' something first for it to work B (_jason): keishin: you should be using gksudo, not gksu.  Could that be the problem? A (keishin): _jason, I am using gksudo on gedit",B (_jason): keishin: huh?,1
19.387,2,"A (nilsma): i have recently installed nvidia driver (working), but upon restart i get an error message: ""failed to initialize nvidia kernel module"" - anyone have any tips? :) A (nilsma): i have recently installed nvidia driver (working), but upon restart i get an error message: ""failed to initialize nvidia kernel module"" - anyone have any tips? :) B (geekphreak): nilsma: manf. drivers? A (nilsma): geekphreak, sorry im not familiar with manf. drivers. i installed NVIDIA-Linux-x86-195.36.24-pkg1.run :) B (geekphreak): nilsma: yes i meant from nvidia site :) A (nilsma): geekphreak, then yes hehe :D",B (geekphreak): nilsma: manf. drivers?,1
77.1,6,"B (kjele_): ge_ro: I mean to remove the packages not install them A (ge_ro): kjele_: you mean apt-get remove packet?! B (kjele_): ge_ro: yes A (ge_ro): kjele_: this is what i did, and this message appears B (kjele_): ge_ro: You able to remove texlive-latex-base ? A (ge_ro): kjele_: no its defect, when i try to remove, reinstall or what ever i do, this error appears B (kjele_): ge_ro: Ok which version is installed?","A (ge_ro): kjele_: this is what i did, and this message appears",1
50.9,15,"B (sethk): warpzero, people ask that question frequently and the problem is they are using the wrong password.  I have no way of knowing whether that makes sense for you are not, so I ask. B (sethk): warpzero, that's what it doesn't do.  what does it do? A (warpzero): sethk, starts gconfd, dbus, and ssh-agent B (sethk): warpzero, ok, good, but what do you see on the screen? A (warpzero): sethk, logs about 5 lines ending with gconfd's config loading stuff user.log A (warpzero): sethk, just brown, movable pointer B (sethk): warpzero, ok, and then?","B (sethk): warpzero, ok, good, but what do you see on the screen?",1
50.9,14,"A (warpzero): sethk, never shows the loading splash B (sethk): warpzero, people ask that question frequently and the problem is they are using the wrong password.  I have no way of knowing whether that makes sense for you are not, so I ask. B (sethk): warpzero, that's what it doesn't do.  what does it do? A (warpzero): sethk, starts gconfd, dbus, and ssh-agent B (sethk): warpzero, ok, good, but what do you see on the screen? A (warpzero): sethk, logs about 5 lines ending with gconfd's config loading stuff user.log A (warpzero): sethk, just brown, movable pointer","A (warpzero): sethk, starts gconfd, dbus, and ssh-agent",1
57.3,35,"A (DaylightDandy): TJ- I'm back. Just so you know, setting Coolbits in the Device section doesn't make the fan control slider work in the GUI. But I see the % change in the GUI when I set it with nvidia-settings -a [fan:0]/GPUTargetFanSpeed=x A (DaylightDandy): TJ- I tried setting Coolbits to different values but it has no effect B (TJ-): DaylightDandy: sounds like the GUI is broken unless the values to set Coolbits to has changed A (DaylightDandy): TJ-, Yes I think so. I'm going to try removing the Coolbits option if I can't set the fan speed to a decent level B (TJ-): DaylightDandy: according to this recent similar project the value may need to be changed, https://github.com/foucault/nvfancontrol B (TJ-): DaylightDandy: read the ""Enable Coolbits"" section in its entirity A (DaylightDandy): TJ- Oh wow, thanks! I suspected that the values I tried weren't right. I'm gonna try with these","A (DaylightDandy): TJ-, Yes I think so. I'm going to try removing the Coolbits option if I can't set the fan speed to a decent level",0
60.7,27,"A (nownot): escott: ^^ that 5 disk raid 5 B (escott): nownot, what is strange about your mdstat is that it shows all disks as spares. what does mdadm --query /dev/sdb1 show A (nownot): escott: http://pastie.org/5537259 B (escott): nownot, try ""mdadm --query --examine /dev/sdb1"" A (nownot): escott: http://pastie.org/5537267 A (nownot): ess A (nownot): escott: the drive this is listed as faulty is /dev/sdh","B (escott): nownot, try ""mdadm --query --examine /dev/sdb1""",0
41.23,30,"B (ddybing): teedeeus: What connections do you see when you run ""ifconfig"" in your terminal? A (teedeeus): enp2s0 and lo A (teedeeus): should I replace eth0 with enp2s0? B (ddybing): teedeeus: Ok, my bad. B (ddybing): Yes please A (teedeeus): ddybing: I didn't get an error when I restarted the service, but DNS is still not working A (teedeeus): ddybing: I am going to do a restart of the machine","B (ddybing): teedeeus: Ok, my bad.",0
37.22,16,"A (napster): maedox: I just need the no. of elements in that list B (maedox): napster: ah,ok. A (napster): maedox: I mean the number of elements in that array A (napster): maedox: Whats the solution? ${#arg[@]} return 0 always B (maedox): napster: then there is something up with you array. I use it that way myself and it works fine. A (napster): maedox: ok B (maedox): napster: pastebin your script?",A (napster): maedox: Whats the solution? ${#arg[@]} return 0 always,0
73.2,51,"A (aaas): dakotawulfy look i walk my laptop across the house ...it WAS 150, now it's 45... did it switch from N to G? B (dakotawulfy): yes A (aaas): dakotawulfy i dont think that's right B (dakotawulfy): that means your signal is week B (dakotawulfy): but if i t can go over 54 that means it has to be using  the n B (dakotawulfy): because g does not go pass 54 A (aaas): but n can use <54 right?",B (dakotawulfy): that means your signal is week,1
63.4,53,"B (fallentree): ws2k3: I think it's reserved for gui by systemd, I don't know, anyway it'd be pretty unusual to use tty7 as default on a server installation B (fallentree): ws2k3: and if you're thrown to tty7 by default on boot, then I guess it's the graphical.target doing that, I don't know which packages you installed there. A (ws2k3): fallentree i havent installed any packages yet its just a clean install A (ws2k3): fallentree thx anyway B (fallentree): ws2k3: you can check something. log into the system and grep ""vt.handoff"" /etc/grub.d/10_linux B (fallentree): ws2k3: if you have  vt.handoff=""7""  then change it to 1, run update-grub A (ws2k3): fallentree i have vt.handoff =""7""",A (ws2k3): fallentree thx anyway,0
22.120,15,"A (catch-): Fatal server error: A (catch-): could not open default font 'fixed'; A (catch-): the X server's font paths might be misconfigured, remote font server(s) A (catch-): may be unreachable, and/or local fonts may not be installed or are not A (catch-): configured correctly. B (james_): catch-, hmmm A (catch-): I do have other font related errors above if you want me to paste","A (catch-): may be unreachable, and/or local fonts may not be installed or are not",0
101.1,5,A (Zenom): I don't know what to do for solving this problem I asked other channel also google too but didn't worked B (user4212): Zenom: can you boot the machine? B (user4212): Zenom: perhaps I can try to help A (Zenom): I'll happy about it user4212 B (user4212): r9 280 with radeon here. A (Zenom): Yes I can boot but I have display problem now A (Zenom): I wanted to use my GPU but faced with new problem :d,A (Zenom): I'll happy about it user4212,0
71.1,54,"A (alias_neo): tatertots: tcp/ip? B (tatertots): alias_neo: i don't see it listed in the datasheet http://www.qlogic.com/Resources/Documents/DataSheets/Adapters/Datasheet_2400Series_FCAdapter.pdf B (tatertots): alias_neo: you might be better served by obtaining some additional 10/100/1000 network adapters that connect via a slot on the board or even usb 3.0 A (alias_neo): tatertots: That would be unfortunate, the goal was to free up two of the existing ports on my Ubnt switch by switching the server to the fiber channel and I could use the currently unused SFP ports on the switch A (alias_neo): Is there likely to be anything I can use the connection between this card and my switch for? Even if I re-imlpement my ZFS pool using them, or am I just trying to use incompatible hardware? In which case I just wasted a bit of cash on some useless kit ;) B (tatertots): alias_neo: according to http://www.qlogic.com/Resources/Documents/DataSheets/Adapters/Datasheet_2400Series_FCAdapter.pdf  that would be using the hardware outside of it's use case as per the manufacture, not saying you can't but it's so far out in ""unsupported"" land..you'd be out there by yourself in doing so A (alias_neo): tatertots: The fact they supply the following software is what gave me the idea it'd work; ""FC-FCoE, iSCSI, and Ethernet Networking drivers""","A (alias_neo): tatertots: That would be unfortunate, the goal was to free up two of the existing ports on my Ubnt switch by switching the server to the fiber channel and I could use the currently unused SFP ports on the switch",0
76.1,74,"A (joecurlee): tyrone: that sucks... wish i could be of help there... i guess I'll try installing different drivers later after I've taken a break from this A (joecurlee): tyrone: thanks for the help at least i know I'm not crazy now! B (tyrone): joecurlee : Don't worry, these guys are working pretty fast from the looks of it. Should be any time now. A (joecurlee): cool. later... hope you find the header file B (tyrone): joecurlee : Their sending out a lot of pathes lately, from what i can see",A (joecurlee): cool. later... hope you find the header file,0
100.1,71,"B (Treenaks): lil_anthony: did you reboot after that? A (lil_anthony): of course A (lil_anthony): i have rebooted about 20 times now A (lil_anthony): i thnk i'm using windows :) B (Treenaks): lil_anthony: if ifconfig -a shows it, it works fine A (lil_anthony): then its the dhcpclient thats jacked B (Treenaks): lil_anthony: no. don't assume things if you don't know anything about it.",A (lil_anthony): i thnk i'm using windows :),0
47.2,43,"B (kostkon): foul_owl, oyu may find 2-3 files in this folder. one of this is for saving pulse's state A (foul_owl): kostkon: interesting. i will try that. the pavucontrol seems to work pretty well B (kostkon): foul_owl, yeah, it's a good app A (foul_owl): kostkon: should i file a bug report to pulse? B (kostkon): foul_owl, eh, i don't know. but if you want, file one. why not. A (foul_owl): kostkon: thanks again! B (kostkon): foul_owl, :)",A (foul_owl): kostkon: should i file a bug report to pulse?,0
65.1,24,"A (rdz): darkvertex, actually i don't necessarily need xrandr to be able to switch modes, since i can use nvidia-settings.. but i need also 1024x768 as a mode B (darkvertex): <unconvertable> rdz: <unconvertable> xrandr -s 2? well. how about when you use System->Preferences->Screen Resolution? does it work? A (rdz): darkvertex, no.. it lists the same list of modes, but when i change resolution. it just asks me, whether i want to keep the new resolution, but doesn't actually change it A (rdz): darkvertex, i believe, that nvidia-settings and the 'generic' utilities are interefering.. they don't seem to work at thesame level.. nvidia-settings seems to be stronger.. B (darkvertex): <unconvertable> rdz: that's strange ... let me check my xorg.conf on my other box A (rdz): darkvertex, gnome-display-properties used to work before i started fiddling around with nvidia-settings.. but as i said, i am fine with nvidia-settings.. the problem is only the available list of modes B (darkvertex): <unconvertable> rdz: my other box's xorg.conf http://paste.ubuntu.com/64150/ . notice that the resolutions are defined explicitly","A (rdz): darkvertex, i believe, that nvidia-settings and the 'generic' utilities are interefering.. they don't seem to work at thesame level.. nvidia-settings seems to be stronger..",0
