conv_id,turn_id,sentence1,sentence2,label
106.1,68,"A (dckx): yes, rebooting now A (dckx): ioria: it worked. B (ioria): dckx,  can you paste again  dmesg | grep Kernel A (dckx): ioria: the login process after I enter my user password is a little different than before. The mouse flickers and disappears, and then changes size (like the resolution is changing in the background) and then the desktop loads A (dckx): ioria: http://paste.ubuntu.com/25270903/ B (ioria): dckx,  can you paste  sudo lshw -c Video A (dckx): ioria: http://paste.ubuntu.com/25270912/","A (dckx): ioria: the login process after I enter my user password is a little different than before. The mouse flickers and disappears, and then changes size (like the resolution is changing in the background) and then the desktop loads",0
57.3,33,"A (DaylightDandy): TJ-, yes A (DaylightDandy): TJ- I think so A (DaylightDandy): TJ- I'm back. Just so you know, setting Coolbits in the Device section doesn't make the fan control slider work in the GUI. But I see the % change in the GUI when I set it with nvidia-settings -a [fan:0]/GPUTargetFanSpeed=x A (DaylightDandy): TJ- I tried setting Coolbits to different values but it has no effect B (TJ-): DaylightDandy: sounds like the GUI is broken unless the values to set Coolbits to has changed A (DaylightDandy): TJ-, Yes I think so. I'm going to try removing the Coolbits option if I can't set the fan speed to a decent level B (TJ-): DaylightDandy: according to this recent similar project the value may need to be changed, https://github.com/foucault/nvfancontrol",A (DaylightDandy): TJ- I tried setting Coolbits to different values but it has no effect,0
59.2,49,"B (heymr): pen: look at nautilus preferences for clicking A (pen): heymr, how is nautilus going to solve this problem? That was just for example A (pen): heymr, it's about xbindkey not nautilus B (heymr): pen: you want to open everything by clicking both mouse buttons at the same time? A (pen): heymr, I want to make xbindkey open the intended program with two mouse buttons at the same time B (heymr): pen: you need a wrapper I think for xbindkeys to do mice settings... A (pen): heymr, what do you mean",B (heymr): pen: you want to open everything by clicking both mouse buttons at the same time?,1
96.1,9,"A (gvsa123): stdin: you mean that i belong to the admin group? B (stdin): gvsa123: no, so you can edit the groups, you need to add their group to your list of groups A (gvsa123): stdin: hmmm... let me absorb that a sec :) A (gvsa123): stdin: i should make myself part of their group? but they don't have a group... their main group is me basically... but their names arent' ticked in mange groups B (stdin): gvsa123: normally when you add a user they get the primary group name that's the same as their username A (gvsa123): stdin: i noticed that from previous installations... but adding them didn't create a group that has their name A (gvsa123): stdin: what is the difference between owners and groups anyway?",A (gvsa123): stdin: i should make myself part of their group? but they don't have a group... their main group is me basically... but their names arent' ticked in mange groups,0
47.2,42,"B (kostkon): foul_owl, among others, it saves in a file the state of pulse per app B (kostkon): foul_owl, oyu may find 2-3 files in this folder. one of this is for saving pulse's state A (foul_owl): kostkon: interesting. i will try that. the pavucontrol seems to work pretty well B (kostkon): foul_owl, yeah, it's a good app A (foul_owl): kostkon: should i file a bug report to pulse? B (kostkon): foul_owl, eh, i don't know. but if you want, file one. why not. A (foul_owl): kostkon: thanks again!","B (kostkon): foul_owl, yeah, it's a good app",0
50.8,7,"B (sector10): mshade: what you got? A (mshade): sector10, it's a sony vaio with an ALPS glidepoint B (sector10): mshade: i got a vaio A (mshade): sector10, what model? B (sector10): mshade: using it right now, its vgn-fs660 A (mshade): sector10, similar to mine. i've got a vgn-s260 B (sector10): mshade: its working real good","A (mshade): sector10, what model?",0
30.53,7,"B (kostkon): Eraldo, eh, what options do you have available in the input tab? B (kostkon): Eraldo, select the appropriate device and connector for example A (Eraldo): kostkon: depends on what profile I chose B (kostkon): Eraldo, then, did oyu try all the possible combos? A (Eraldo): kostkon: I did try out both Microphone 1 and 2 in the Input tab but get no signal ...it did work in the previous Ubuntu version however B (kostkon): Eraldo, another thing you could try is to check your hardware volume levels. try installing gnome-alsamixer, for example B (kostkon): Eraldo, then, definitely, you need to check the levels of your inputs in gnome-alsamixer","B (kostkon): Eraldo, then, did oyu try all the possible combos?",0
58.3,23,"A (irisk): (nm-applet:14956): Gtk-WARNING **: Theme parsing error: gtk-widgets.css:2:16: Theming engine 'adwaita' not found B (EriC^): type grep -A10 nm-applet /var/log/syslog | nc termbin.com 9999 A (irisk): http://termbin.com/9x9e B (EriC^): try dmesg | grep nm-applet | nc termbin.com 9999 A (irisk): ""Use netcat"" B (EriC^): try dmesg | grep nm-applet |& curl -F ""sprunge=<-"" sprunge.us A (irisk): EriC^: i think it's because i'm using a non-stable theme",B (EriC^): try dmesg | grep nm-applet | nc termbin.com 9999,0
79.2,5,"A (fortuneHuntr): k1l, Ubuntu 14.04.2 LTS B (k1l): fortuneHuntr: you upgraded from 12.04? A (fortuneHuntr): k1l, do i need to use do-release-upgrade -d? B (k1l): fortuneHuntr: stop A (fortuneHuntr): k1l, yes B (k1l): fortuneHuntr: what gives ""uname -a""? A (fortuneHuntr): k1l, 3.11.0-12-generic #19-Ubuntu SMP Wed oct 9 16:20:46 UTC 2013 x86_64 x86_64 x86_64 GNU/Linux",B (k1l): fortuneHuntr: stop,1
83.1,14,"A (Getattrovskaya): the OS runs on live cd, but the file system in question is an susb A (Getattrovskaya): usb* B (ikonia): Getattrovskaya: ..... that seems odd to be mounted at /media/live B (ikonia): what version of ubuntu is this ? A (Getattrovskaya): it is an old ubuntu B (ikonia): what version exactly A (Getattrovskaya): 14.x",B (ikonia): what version of ubuntu is this ?,0
56.1,41,"A (juanvalde): PokerFacePenguin: it keeps on saying default gateway invalid B (PokerFacePenguin): juanvalde: just set the pool on the router for like 10 addresses (ie. 192.168.1.100-109) and set the computer to 192.168.1.105 B (PokerFacePenguin): juanvalde: they can be the same address A (juanvalde): PokerFacePenguin: that's kind of funny, that's EXACTLY how I have it! B (PokerFacePenguin): juanvalde: your neighbors house number is not the same as yours...the postman gets confused and so does your router B (PokerFacePenguin): juanvalde: so set the pool for like 10 addresses and use one from that pool on the puter A (juanvalde): PokerFacePenguin: sorry, I don't understand the analogy","A (juanvalde): PokerFacePenguin: that's kind of funny, that's EXACTLY how I have it!",1
75.2,30,"A (evfool): yagoo: no, but I'll do it now B (yagoo): evfool, https://help.ubuntu.com/community/UbuntuHashes A (evfool): yagoo: md5sum is ok B (yagoo): evfool, btw.. you may want to check if you can set hpet to 64-bit.. i'm just making a wildguess as a last resort.. B (yagoo): evfool, (in bios) B (yagoo): evfool, btw you burned dvd's , and used the same type of optical brand on the boot system? B (yagoo): ,/or cd's?/(and of the same brand)","B (yagoo): evfool, btw.. you may want to check if you can set hpet to 64-bit.. i'm just making a wildguess as a last resort..",0
50.8,26,B (sector10): mshade: my driver is synaptics A (mshade): sector10: mine too B (sector10): mshade: let me test it A (mshade): sector10: what are you testing? B (sector10): mshade: whats scolling? B (sector10): mshade: maybe my english is bad A (mshade): sector10: scrolling -- moving your finger up and down the right side to scroll a page like a mouse wheel,A (mshade): sector10: what are you testing?,1
101.1,4,"A (Zenom): I removed the amdgpu-pro, but now I have new problem and poor resolution A (Zenom): I don't know what to do for solving this problem I asked other channel also google too but didn't worked B (user4212): Zenom: can you boot the machine? B (user4212): Zenom: perhaps I can try to help A (Zenom): I'll happy about it user4212 B (user4212): r9 280 with radeon here. A (Zenom): Yes I can boot but I have display problem now",B (user4212): Zenom: perhaps I can try to help,0
36.10,1,"A (imyousuf): Hi. I want to setup a server for my network which will solely serve the purpose to act as a Ubuntu Package Repo server. I want to know which is the best way to achieve it? apt-cacher or apt-mirror? B (levander): imyousuf: Just use one of the official mirrors A (imyousuf): levander: official mirrors means the repo's installed when installing ubuntu? B (levander): I haven't upgraded to Hardy yet, how horrendous is the dist-upgrading to it going? A (imyousuf): levander: we have a shortage of BW so I would like to save as much BW as possible",B (levander): imyousuf: Just use one of the official mirrors,1
31.60,13,"A (induz): compdoc, i can find the fujitsu HD # if u want to B (compdoc): induz, no, thats cool - Im just interested in drives. I dont know anything about fiber interface drives A (induz): compdoc, do u know how can i connect to a working USB port A (induz): compdoc,  I dont know how to connect that HD to my Dell B (compdoc): induz, a card and the cables are likely to be expensive A (induz): compdoc, can u suggest me the type of card and cable A (induz): compdoc, most of the USB enclosure i see are for normal HD SATA or PATA","A (induz): compdoc,  I dont know how to connect that HD to my Dell",0
57.4,24,"B (Luke): sharpy: open your /etc/X11/xorg.conf A (sharpy): Luke, ok one sec.. while i load a terminal B (Luke): sharpy: look at the paths in there and it will tell you where fonts are A (sharpy): Luke, i c tons of fontpaths for misc,cyrilic, 100dpi ..etc... B (Luke): yea but they all have a common path though right? B (Luke): sharpy: like /usr/share/X11/fonts? A (sharpy): Luke, yup. Common path ^^","A (sharpy): Luke, i c tons of fontpaths for misc,cyrilic, 100dpi ..etc...",0
53.1,8,"A (ghost): h1st0 bios update, ok but how can i do one wihtout a hd? is it possible trough live-cD? A (ghost): h1st0: the bios should be updated as it's 7 years old, but how? and the drive does not really come up B (h1st0): ghost: Did you go in to the bios and detect the drive?  Or do you have the controller on auto detect? A (ghost): h1st0: auto-detect B (h1st0): ghost: Also if this is a new drive, double check your jumpers on it.  i.e. master / slave / cable select A (ghost): h1st0: hmm. i tried alls combination :-) A (ghost): h1st0: or which one should i use?",A (ghost): h1st0: auto-detect,0
57.3,23,"A (DaylightDandy): TJ- Thanks! A (DaylightDandy): TJ- Looking at your script, I tried the nvidia-settings commands you use and it definitely had an effect! B (TJ-): DaylightDandy: which implies the fan-control in the GUI isn't being responded to - I double-check you've got the Coolbits correctly configured A (DaylightDandy): TJ- I tried nvidia-settings -a [fan:0]/GPUTargetFanSpeed=5 for example and fan speed definitely decreased even thought it's not back to normal noise levels A (DaylightDandy): TJ- I am checking my xorg.conf right now A (DaylightDandy): even though * A (DaylightDandy): TJ- The Coolbits option is in the ""Screen"" section for whatever reason, not in the Device section... I think that's wrong",A (DaylightDandy): TJ- I tried nvidia-settings -a [fan:0]/GPUTargetFanSpeed=5 for example and fan speed definitely decreased even thought it's not back to normal noise levels,0
85.1,25,"B (wilee-nilee): XiaolinDraconis, Hmm if it is mounted then it should show all the files on the ISO in the manager, mine does right now. A (XiaolinDraconis): yeah the archive mounter is acting funny for whatever reason A (XiaolinDraconis): i thought it was due to the huge filename so i cahnged it, but the mounter still shows it as the long name B (wilee-nilee): XiaolinDraconis, This is mine, but this is also a certified MS ISO, just saying.  http://imagebin.org/234109 A (XiaolinDraconis): wilee-nilee, ive got one of those too, saw it in the ms forums B (wilee-nilee): XiaolinDraconis, YOU get it from digital river? A (XiaolinDraconis): wilee-nilee, dont know what digital river is, i got it from official microsoft forums","B (wilee-nilee): XiaolinDraconis, This is mine, but this is also a certified MS ISO, just saying.  http://imagebin.org/234109",0
21.417,19,"A (jubei): blazemore, already tried that. doesn't change it B (blazemore): jubei: You could try specifying the mode in xorg.conf A (jubei): and it's weird because my graphics board is a high-end nvidia board with the binary driver B (blazemore): jubei: https://bbs.archlinux.org/viewtopic.php?id=114933 B (blazemore): jubei: I knew this smelled like nvidia",B (blazemore): jubei: https://bbs.archlinux.org/viewtopic.php?id=114933,0
59.3,41,"B (Tonehog): Leefmc: you could possibly find the database for rhythmbox, delete it, and re-add the folders to the library. A (Leefmc): Tonehog: You can just manually remove them too. Select them all, remove, and readd. Its what i do if it adds too many A (Leefmc): Tonehog: Otherwise i just delete the dups B (Tonehog): Leefmc: did you check the properties of each duplicate to see if they match? perhaps you have duplicate files in your audio directory. A (Leefmc): Tonehog: No i havent, but its rather small, and i have not seen any dups. Not to mention if i add my entire library the dups are not there. B (Tonehog): Leefmc: are you adding the library folder-by-folder? A (Leefmc): Tonehog: Not normally",B (Tonehog): Leefmc: did you check the properties of each duplicate to see if they match? perhaps you have duplicate files in your audio directory.,0
32.39,22,"B (coz_): rather problem solving A (Narc): coz_:  I tried yesterday after someone here advised me to go there. They're helpful but not very chatty. They pointed me to and old 2008 bug report with no workaround. :) So I come back here. B (coz_): Narc,  oooo  that's not helpful A (Narc): coz_:  Well, I meant that at least they answered me. :) They tried. B (coz_): Narc,  which font is use systemically in ubuntu compared to the font used in firefox? B (coz_): Narc, if those are different  ..set firefox to the same font and see what happens A (Narc): coz_:  Application font is set to default ""Ubuntu"" and default serif is Times in FF. Other settings are default.","A (Narc): coz_:  Well, I meant that at least they answered me. :) They tried.",0
33.37,22,"A (cooper|laptop): alpha255: it's not a laptop B (alpha255): cooper|laptop, what type of hardware ? B (alpha255): cooper|laptop, is it a newly build custom machine? A (cooper|laptop): alpha255: it's an asus p7p55d-e lx motherboard and an intel i7 B (alpha255): cooper|laptop, pretty new then A (cooper|laptop): the motherboard has 2 sata 6gb/s ports and i have the cd drive in one and the hard disk in the other A (cooper|laptop): and the bios detects the drives and boots from the livecd",A (cooper|laptop): alpha255: it's an asus p7p55d-e lx motherboard and an intel i7,0
76.3,18,A (mingdao): I sudo su - to root B (EriC^^): yeah no need for sudo A (mingdao): ;) A (mingdao): I'm old school Linux user A (mingdao): since 2003 B (EriC^^): cool A (mingdao): also my wired NIC doesn't even show up in lspci output,A (mingdao): I'm old school Linux user,0
76.4,14,B (kads): Corynick: also right click and refresh A (Corynick): kades: they are not hidden..tried that B (kads): Corynick: ok open up terminal and go to the directory B (kads): Corynick: and then ls -a | grep nameofyourfile A (Corynick): kads: can we move to a less busy channel? B (kads): Corynick: I am fine here B (kads): Corynick:  the names highlight for me so np,B (kads): Corynick: and then ls -a | grep nameofyourfile,0
33.67,7,"A (noncom|2): do i have other options? B (bekks): noncom|2: your concept is wrong. B (bekks): noncom|2: you want fails2ban on port 22, for reducing the noise on ports 22 failed logins. A (noncom|2): it won't work for other network connections? B (bekks): noncom|2: if you want to block stuff entirely, like ""dont let that network connect to my server"", then you should be using iptables. A (noncom|2): i see B (bekks): noncom|2: https://help.ubuntu.com/14.04/serverguide/firewall.html",A (noncom|2): it won't work for other network connections?,1
60.6,25,"A (Mean_Admin): debugnet: bleeding-edge, eh :P A (Mean_Admin): debugnet: all right then ... so I'll try a vanilla        ddrescue /dev/sda3 /dev/sdb1 B (debugnet): Mean_Admin: funny, try to sometimes B (debugnet): Mean_Admin: my recommendation would send to a file so you can keep the image for backup purposes later, just a thought... A (Mean_Admin): debugnet: so mount the destination ? B (debugnet): Mean_Admin: neg, just send it to a file on another drive that has enough free space. you can subsequently mount it with loop option to view it later after the hours of waiting for it to rescue the sectors one at a time A (Mean_Admin): debugnet: I had a destination partition /dev/sdb1 that I was using","B (debugnet): Mean_Admin: my recommendation would send to a file so you can keep the image for backup purposes later, just a thought...",0
61.1,18,"A (spanther): Theaxiom:  then there's a bug maybe :) B (Theaxiom): spanther: I dunno, I am trying to fix this. I just wish someone could root into my system and fix everything for me :P A (spanther): i could root into it but i couldnt fix something :> A (spanther): did you check your fstab ? B (Theaxiom): spanther: Yes I have A (spanther): check entrys and look what fdisk tells you if these partitions are still fine A (spanther): ah ok",A (spanther): did you check your fstab ?,0
85.1,34,"A (XiaolinDraconis): wilee-nilee, oh ok yeah there was talk about that in the comments B (wilee-nilee): XiaolinDraconis, How big is the ISO? A (XiaolinDraconis): wilee-nilee, 2gigs or so B (wilee-nilee): XiaolinDraconis, Cool mine is 2.6 a 32 bit with the sp1 on it, I was just checking if it was not just the service pack is all. A (XiaolinDraconis): wilee-nilee, http://i.imgur.com/LeaiF.png i think these locked files are the trouble makers A (XiaolinDraconis): wilee-nilee, seems i got some leftovers from another project B (wilee-nilee): XiaolinDraconis, Is that what is on the usb, you want it clean to start with, no hidden trash with stuff in it either.","B (wilee-nilee): XiaolinDraconis, Cool mine is 2.6 a 32 bit with the sp1 on it, I was just checking if it was not just the service pack is all.",0
50.8,28,B (sector10): mshade: let me test it A (mshade): sector10: what are you testing? B (sector10): mshade: whats scolling? B (sector10): mshade: maybe my english is bad A (mshade): sector10: scrolling -- moving your finger up and down the right side to scroll a page like a mouse wheel B (sector10): mshade: i dont have issues with touchpad B (sector10): mshade: i have to hold left button down,B (sector10): mshade: maybe my english is bad,1
65.1,4,"B (darkvertex): <unconvertable> rdz: what type of card do you have? A (rdz): darkvertex,  nVidia Corporation Quadro NVS 140M A (rdz): darkvertex, my actual question is: where does it get the available resolutions from? and if possible, can i edit that list manually? B (darkvertex): <unconvertable> rdz: do ypu still use the default xorg.conf? if so it'll auto-detevt A (rdz): darkvertex, if i add modes to xorg.conf, they are silently ignored A (rdz): darkvertex, the modes listed in nvidia-settings are not part of my xorg.cond A (rdz): darkvertex, and no, i don't use the default xorg.conf, but one created by nvidia-settings",B (darkvertex): <unconvertable> rdz: do ypu still use the default xorg.conf? if so it'll auto-detevt,1
79.2,33,"A (fortuneHuntr): k1l, http://pastebin.com/wY9gqQPZ B (k1l): fortuneHuntr: oh B (k1l): fortuneHuntr: your sources.list points to 14.10 already B (k1l): that is bad news if you want to run 14.04 A (fortuneHuntr): k1l, why so? B (k1l): i dont know why that is set to utopic. B (k1l): but that install media was 13.10. so you cant have been 12.04 on that machine anyways.",B (k1l): that is bad news if you want to run 14.04,0
59.6,43,"B (ikonia): awc737: if you're sure then - I suggest you talk to the maintainers and ask for a backport A (awc737): ikonia, if all the source packages dependencies exist in 13.04 repo, and install cleanly, i shouldn't worry, right? B (ikonia): awc737: you should not do this A (awc737): why? they're current packages B (ikonia): awc737: so ? A (awc737): so any package i want to install should be ok? B (ikonia): awc737: where does that logic come from ???",A (awc737): why? they're current packages,1
57.4,26,"B (Luke): sharpy: look at the paths in there and it will tell you where fonts are A (sharpy): Luke, i c tons of fontpaths for misc,cyrilic, 100dpi ..etc... B (Luke): yea but they all have a common path though right? B (Luke): sharpy: like /usr/share/X11/fonts? A (sharpy): Luke, yup. Common path ^^ A (sharpy): Luke, do I blindly search for a Sans font on the internet and install it in /usr/shar/X11/fonts ? B (Luke): sharpy: you could do that",B (Luke): sharpy: like /usr/share/X11/fonts?,0
6.22939,1,"A (Akuma_): how are comand line color codes called? what keywords can i use to learn about them? B (IntuitiveNipple): Akuma_: They are set in your .bash_profile A (Akuma_): IntuitiveNipple: i want to use them in a script - how are they called? B (IntuitiveNipple): Akuma_: Sorry, I should have said in ~/.bashrc B (IntuitiveNipple): Akuma_: You use escape codes - look at ~/.bashrc and find the lines PS1=",B (IntuitiveNipple): Akuma_: They are set in your .bash_profile,0
88.1,19,"A (akaWolf): usr13: another port: state open, service svn B (usr13): akaWolf: Just do    nmap 192.168.xx.x    and see what is open or closed. A (akaWolf): usr13: open only two ports, but it is wrong.. A (akaWolf): usr13: I think, it's a low-lewel problem with a driver or something like that B (usr13): akaWolf: With a driver?  What driver could it be? A (akaWolf): usr13: I don't know, but in Windows all work good... B (usr13): akaWolf: Are you thinking it may be the driver for the Network Interface?","A (akaWolf): usr13: I think, it's a low-lewel problem with a driver or something like that",1
74.1,34,"A (jonii3): ok A (jonii3): Ignoring unknown interface eth4=eth4. A (jonii3): and it didn't restart my computer, if it was supposed to B (b3rz3rk3r): jonii3, no, just your netmanager applet B (b3rz3rk3r): jonii3, same as before? anything new? A (jonii3): b3rz3rk3r: ok.  same as before. B (b3rz3rk3r): grrr","B (b3rz3rk3r): jonii3, no, just your netmanager applet",1
76.1,50,"A (joecurlee): tyrone: v4l1_compat is on the left and videodev on the right of it B (tyrone): joecurlee : can you try modprobe videodev anyway.. just to see? A (joecurlee): tyrone: just type in modprobe videodev on command line? A (joecurlee): tyrone: if yes, i tried that just now and nothing happened B (tyrone): joecurlee : its really odd, you seem to have the driver correctly installed and loaded.. but you can't capture? or you can't capture hd? and what are you using to capture, as in what program? A (joecurlee): tyrone: i have mythtv installed. i can capture video via AV cables, no HD, and no audio A (joecurlee): tyrone: i also tried vlc and the same thing happened","A (joecurlee): tyrone: if yes, i tried that just now and nothing happened",0
96.1,3,"A (gvsa123): i have three user account in my ubuntu, where i am the admin (default account created in installation). how do i set my account to be able to access other users /home but not the other way around? B (stdin): gvsa123: add yourself to their groups A (gvsa123): stdin: in manage groups? B (stdin): yes A (gvsa123): stdin: there is only my name on the manage groups... they don't have an entry B (stdin): make sure you're in admin mode A (gvsa123): stdin: you mean that i belong to the admin group?",B (stdin): yes,0
71.2,2,"A (Quenz): There's a flickering green bar in Activities Overview in Ubuntu Gnome 16.04 LTS after installing nvidia-340. Any way to fix this? A (Quenz): tatertotz I fixed the other issue by the way. All it required was an 'apt update', 'apt full-upgrade', 'ubuntu-drivers autoinstall' and reboot on a fresh install. B (tatertotz): Quenz: screen shots can be posted to imgur.com and the link/url shared A (Quenz): tatertotz I can't take a screen shot because every time I do, the green bar disappears. B (tatertotz): Quenz: disappears? A (Quenz): tatertotz The bar flickers. Appears and disappears. It also disappears every time I try to screenshot it.",B (tatertotz): Quenz: screen shots can be posted to imgur.com and the link/url shared,0
100.1,45,A (lil_anthony): fair enought it pisses me off B (Treenaks): lil_anthony: you just have to treat it differently :) A (lil_anthony): hows that :) A (lil_anthony): i think it all screwed up with kudzu A (lil_anthony): i think it screwed the driver or something A (lil_anthony): or the dhcpclient or something B (Treenaks): lil_anthony: kudzu is Red hat,A (lil_anthony): i think it all screwed up with kudzu,1
75.1,53,"B (janeppo_): SirronTM, u try that only in console mode. A (SirronTM): janeppo_: I was in console mode, should I try killall gdm instead? B (janeppo_): SirronTM, ctrl+alt f1 --- /etc/init.d/gdm stop ----- B (janeppo_): SirronTM,  NNOOO A (SirronTM): janeppo_: okok, I won't do THAT A (SirronTM): janeppo_: but /etc/init.d/gdm stop doesn't work - it just acts as if I did nothing B (janeppo_): SirronTM, in console mode, you find another console at alt+f2, alt+f3 etc, and X at alt+f7","B (janeppo_): SirronTM,  NNOOO",0
30.120,14,"A (ben-nabiy): but on the lan, no need for non standard ports B (tychotithonus): ok, that makes sense B (tychotithonus): just trying to rule things out B (tychotithonus): so are you using ufw, or anything else that would acl/filter based on source IP (like tcpwrappers/hosts.allow)? A (ben-nabiy): tychotithonus, yup. Understood. I am too A (ben-nabiy): tychotithonus, no hosts.allow /deny A (ben-nabiy): tychotithonus, no tcpwrappers or ufw","B (tychotithonus): so are you using ufw, or anything else that would acl/filter based on source IP (like tcpwrappers/hosts.allow)?",0
93.1,54,"A (bleu_): fadein: and the exec=gnome session B (fadein): bleu_: let me understand you: when you ran ""gnome-session"" from the recovery console, it logged you into gnome? A (bleu_): fadein: i exited the terminal, loged in under safe mode A (bleu_): fadein: and in that file you are asking about the part where exec is it says gnome desktop B (fadein): bleu_: yeah, that's the name of the program that the login screen should run after it checks your password B (fadein): bleu_: so I'm just asking you to run it manually to see if it gives an error message in the recovery console A (bleu_): fadein: oh",A (bleu_): fadein: and in that file you are asking about the part where exec is it says gnome desktop,0
57.1,28,"A (Bogus8): really?! A (Bogus8): hmm B (daklan): Bogus8: # B (daklan): [   18.085954] sd 0:0:0:0: [sda] 976773168 512-byte hardware sectors (500108 MB) A (Bogus8): daklan: you are right... why the hell didn't I have an SDA before?! B (daklan): Bogus8: :) A (Bogus8): daklan: if it wasn't for stupid mistakes, I swear I'd be a linux genious ;)",B (daklan): [   18.085954] sd 0:0:0:0: [sda] 976773168 512-byte hardware sectors (500108 MB),0
